IP地址,端口,回源端口,TLS,数据中心,地区,城市,TCP延迟(ms),速度(MB/s)
34.175.161.245,2087,80,false,MAD,Europe,Madrid,183,2.39
34.175.161.245,2052,80,false,MAD,Europe,Madrid,178,2.38
34.147.82.194,2053,80,false,AMS,Europe,Amsterdam,166,2.37
34.175.161.245,2083,80,false,MAD,Europe,Madrid,180,2.37
34.147.82.194,2053,80,false,AMS,Europe,Amsterdam,166,2.37
34.175.244.157,2053,80,false,MAD,Europe,Madrid,181,2.36
34.147.101.117,2095,80,false,AMS,Europe,Amsterdam,162,2.35
34.65.127.153,443,443,true,FRA,Europe,Frankfurt,176,2.34
34.175.99.73,2082,80,false,MAD,Europe,Madrid,181,2.32
34.175.244.157,2082,80,false,MAD,Europe,Madrid,181,2.32
34.118.62.132,443,443,true,FRA,Europe,Frankfurt,189,2.31
34.175.244.157,2095,80,false,MAD,Europe,Madrid,181,2.31
34.175.95.58,2095,80,false,MAD,Europe,Madrid,181,2.29
34.65.58.16,443,443,true,FRA,Europe,Frankfurt,190,2.27
34.118.23.103,443,443,true,FRA,Europe,Frankfurt,187,2.25
34.65.106.214,443,443,true,FRA,Europe,Frankfurt,189,2.23
34.175.7.231,2052,80,false,MAD,Europe,Madrid,181,2.22
34.175.7.231,2053,80,false,MAD,Europe,Madrid,180,2.21
34.175.99.73,2095,80,false,MAD,Europe,Madrid,179,2.21
34.175.7.231,2087,80,false,MAD,Europe,Madrid,182,2.20
34.65.12.30,443,443,true,FRA,Europe,Frankfurt,265,2.20
34.175.168.99,2087,80,false,MAD,Europe,Madrid,182,2.20
34.175.244.157,2086,80,false,MAD,Europe,Madrid,181,2.19
34.175.99.73,2086,80,false,MAD,Europe,Madrid,182,2.19
35.229.161.32,443,443,true,TPE,Asia Pacific,Taipei,45,2.18
34.175.143.15,2095,80,false,MAD,Europe,Madrid,184,2.18
34.65.52.113,443,443,true,FRA,Europe,Frankfurt,173,2.17
34.175.244.157,2087,80,false,MAD,Europe,Madrid,179,2.16
34.175.168.99,2083,80,false,MAD,Europe,Madrid,184,2.14
34.175.7.231,2082,80,false,MAD,Europe,Madrid,179,2.12
34.175.168.99,2082,80,false,MAD,Europe,Madrid,179,2.11
34.89.250.229,443,443,true,FRA,Europe,Frankfurt,250,2.11
34.175.161.245,2086,80,false,MAD,Europe,Madrid,178,2.09
34.32.232.90,443,443,true,FRA,Europe,Frankfurt,245,2.07
34.175.99.73,2052,80,false,MAD,Europe,Madrid,184,2.03
34.175.244.157,2083,80,false,MAD,Europe,Madrid,182,2.01
34.34.32.175,443,443,true,FRA,Europe,Frankfurt,165,2.00
34.65.222.113,443,443,true,FRA,Europe,Frankfurt,164,1.99
34.65.67.185,443,443,true,FRA,Europe,Frankfurt,194,1.99
34.118.92.6,443,443,true,AMS,Europe,Amsterdam,175,1.93
34.116.249.141,443,443,true,EWR,North America,Newark,273,1.90
34.65.156.232,443,443,true,FRA,Europe,Frankfurt,181,1.90
34.118.75.245,443,443,true,FRA,Europe,Frankfurt,233,1.88
34.65.78.89,443,443,true,AMS,Europe,Amsterdam,191,1.87
34.65.24.103,443,443,true,FRA,Europe,Frankfurt,269,1.82
34.118.42.132,443,443,true,FRA,Europe,Frankfurt,189,1.81
34.65.248.147,443,443,true,FRA,Europe,Frankfurt,188,1.81
34.65.127.153,443,443,true,FRA,Europe,Frankfurt,180,1.76
34.118.57.86,443,443,true,FRA,Europe,Frankfurt,240,1.75
34.118.56.203,443,443,true,CDG,Europe,Paris,219,1.68
34.65.244.35,443,443,true,AMS,Europe,Amsterdam,238,1.67
35.194.241.8,8080,80,false,TPE,Asia Pacific,Taipei,41,1.61
34.65.151.92,443,443,true,FRA,Europe,Frankfurt,209,1.60
34.89.241.113,443,443,true,AMS,Europe,Amsterdam,219,1.58
34.91.199.167,443,443,true,FRA,Europe,Frankfurt,277,1.50
34.65.187.105,443,443,true,FRA,Europe,Frankfurt,182,1.46
34.65.41.157,443,443,true,FRA,Europe,Frankfurt,188,1.43
34.65.42.175,443,443,true,FRA,Europe,Frankfurt,186,1.42
34.118.17.145,443,443,true,FRA,Europe,Frankfurt,253,1.40
34.65.244.35,443,443,true,FRA,Europe,Frankfurt,244,1.35
34.65.43.26,443,443,true,FRA,Europe,Frankfurt,166,1.32
34.65.187.105,443,443,true,FRA,Europe,Frankfurt,164,1.31
34.65.97.68,443,443,true,FRA,Europe,Frankfurt,223,1.28
34.141.196.166,443,443,true,FRA,Europe,Frankfurt,206,1.28
34.116.222.44,443,443,true,FRA,Europe,Frankfurt,266,1.27
34.34.25.62,443,443,true,FRA,Europe,Frankfurt,230,1.18
34.116.212.119,443,443,true,FRA,Europe,Frankfurt,269,1.18
34.65.137.19,443,443,true,FRA,Europe,Frankfurt,237,1.14
34.65.252.68,443,443,true,FRA,Europe,Frankfurt,239,1.12
34.65.236.103,443,443,true,FRA,Europe,Frankfurt,247,1.10
34.154.82.89,443,443,true,FRA,Europe,Frankfurt,231,1.07
34.65.2.201,443,443,true,FRA,Europe,Frankfurt,260,1.07
34.118.50.32,443,443,true,AMS,Europe,Amsterdam,258,1.05
34.65.149.214,443,443,true,FRA,Europe,Frankfurt,182,1.04
34.65.89.138,443,443,true,FRA,Europe,Frankfurt,205,1.00
34.65.212.101,443,443,true,FRA,Europe,Frankfurt,237,0.99
34.65.254.225,443,443,true,FRA,Europe,Frankfurt,194,0.97
34.91.57.107,443,443,true,FRA,Europe,Frankfurt,243,0.96
34.65.139.204,443,443,true,FRA,Europe,Frankfurt,186,0.94
34.116.249.117,443,443,true,FRA,Europe,Frankfurt,187,0.92
34.154.157.56,443,443,true,FRA,Europe,Frankfurt,171,0.90
34.65.238.78,443,443,true,FRA,Europe,Frankfurt,242,0.87
34.118.73.81,443,443,true,FRA,Europe,Frankfurt,248,0.81
34.154.192.208,443,443,true,FRA,Europe,Frankfurt,263,0.72
34.34.2.31,443,443,true,AMS,Europe,Amsterdam,224,0.69
34.65.241.180,443,443,true,FRA,Europe,Frankfurt,234,0.69
34.91.57.107,443,443,true,FRA,Europe,Frankfurt,226,0.68
34.141.42.112,443,443,true,FRA,Europe,Frankfurt,241,0.66
34.65.241.180,443,443,true,AMS,Europe,Amsterdam,234,0.62
34.118.17.165,443,443,true,FRA,Europe,Frankfurt,254,0.62
34.118.92.14,443,443,true,FRA,Europe,Frankfurt,206,0.61
35.200.238.235,443,443,true,BOM,Asia Pacific,Mumbai,168,0.61
34.65.188.136,443,443,true,FRA,Europe,Frankfurt,244,0.53
34.65.181.48,443,443,true,FRA,Europe,Frankfurt,233,0.53
34.118.75.245,443,443,true,FRA,Europe,Frankfurt,273,0.43
34.65.198.73,443,443,true,FRA,Europe,Frankfurt,256,0.42
34.118.100.194,443,443,true,FRA,Europe,Frankfurt,251,0.38
34.118.92.6,443,443,true,AMS,Europe,Amsterdam,276,0.35
34.65.101.250,443,443,true,FRA,Europe,Frankfurt,232,0.26
34.90.3.83,443,443,true,FRA,Europe,Frankfurt,175,0.24
34.90.57.238,443,443,true,FRA,Europe,Frankfurt,178,0.23
34.118.33.236,443,443,true,FRA,Europe,Frankfurt,241,0.18
34.118.111.34,443,443,true,FRA,Europe,Frankfurt,249,0.18
34.146.45.46,80,0,false,NRT,Asia Pacific,Tokyo,74,0.16
34.146.45.46,80,0,false,NRT,Asia Pacific,Tokyo,73,0.16
34.90.30.195,8080,80,false,AMS,Europe,Amsterdam,164,0.15
34.128.66.175,80,0,false,SIN,Asia Pacific,Singapore,16,0.14
34.65.192.38,443,443,true,CDG,Europe,Paris,166,0.13
34.128.66.175,80,0,false,SIN,Asia Pacific,Singapore,26,0.10
34.121.160.133,80,0,false,ORD,North America,Chicago,213,0.06
34.121.160.133,80,0,false,ORD,North America,Chicago,211,0.06
34.125.15.139,80,0,false,LAX,North America,Los Angeles,165,0.04
34.125.15.139,80,0,false,LAX,North America,Los Angeles,167,0.04
35.244.119.6,443,0,true,SYD,Oceania,Sydney,120,0.04
34.125.15.139,80,0,false,LAX,North America,Los Angeles,165,0.04
35.244.119.6,443,0,true,SYD,Oceania,Sydney,107,0.04
104.155.53.64,80,0,false,CDG,Europe,Paris,164,0.04
34.92.111.70,80,0,false,HKG,Asia Pacific,Hong Kong,37,0.04
34.92.111.70,80,0,false,HKG,Asia Pacific,Hong Kong,37,0.04
34.92.111.70,80,0,false,HKG,Asia Pacific,Hong Kong,37,0.04
34.69.253.52,80,0,false,ORD,North America,Chicago,205,0.04
34.92.111.70,80,0,false,HKG,Asia Pacific,Hong Kong,38,0.04
34.67.161.168,80,0,false,ORD,North America,Chicago,206,0.04
34.144.230.100,80,0,false,SJC,North America,San Jose,16,0.03
34.67.161.168,80,0,false,ORD,North America,Chicago,206,0.03
34.128.97.138,80,0,false,SIN,Asia Pacific,Singapore,17,0.03
34.67.161.168,80,0,false,ORD,North America,Chicago,206,0.03
34.128.97.138,80,0,false,SIN,Asia Pacific,Singapore,24,0.03
35.227.246.247,80,0,false,SIN,Asia Pacific,Singapore,2,0.03
34.150.3.141,80,0,false,HKG,Asia Pacific,Hong Kong,47,0.03
34.65.101.250,443,443,true,FRA,Europe,Frankfurt,181,0.02
34.121.17.180,80,0,false,ORD,North America,Chicago,246,0.02
34.111.68.8,80,0,false,SIN,Asia Pacific,Singapore,23,0.02
34.101.196.118,80,0,false,SIN,Asia Pacific,Singapore,20,0.02
34.107.208.220,80,0,false,SIN,Asia Pacific,Singapore,15,0.02
34.121.17.180,80,0,false,ORD,North America,Chicago,245,0.02
35.230.237.32,80,0,false,SIN,Asia Pacific,Singapore,1,0.02
34.101.196.118,80,0,false,SIN,Asia Pacific,Singapore,31,0.02
34.111.68.8,80,0,false,SIN,Asia Pacific,Singapore,28,0.02
35.230.234.174,80,0,false,SIN,Asia Pacific,Singapore,2,0.02
34.107.208.220,80,0,false,SIN,Asia Pacific,Singapore,2,0.01
34.95.223.251,80,0,false,GRU,South America,São Paulo,332,0.01
34.95.223.251,80,0,false,GRU,South America,São Paulo,422,0.01
34.95.223.251,80,0,false,GRU,South America,São Paulo,325,0.01
34.80.141.47,80,80,false,TPE,Asia Pacific,Taipei,41,0.01
34.92.228.196,80,80,false,HKG,Asia Pacific,Hong Kong,37,0.01
34.92.228.196,80,80,false,HKG,Asia Pacific,Hong Kong,44,0.01
34.92.228.196,80,80,false,HKG,Asia Pacific,Hong Kong,132,0.01
34.92.228.196,80,80,false,HKG,Asia Pacific,Hong Kong,37,0.01
34.80.141.47,80,80,false,TPE,Asia Pacific,Taipei,41,0.01
34.80.141.47,80,80,false,TPE,Asia Pacific,Taipei,44,0.01
35.184.199.202,80,0,false,ORD,North America,Chicago,205,0.01
34.92.228.196,443,443,true,HKG,Asia Pacific,Hong Kong,55,0.01
34.80.141.47,443,443,true,TPE,Asia Pacific,Taipei,77,0.01
34.80.141.47,443,443,true,TPE,Asia Pacific,Taipei,46,0.01
34.92.228.196,443,443,true,HKG,Asia Pacific,Hong Kong,38,0.01
34.92.228.196,443,443,true,HKG,Asia Pacific,Hong Kong,37,0.01
34.92.228.196,443,443,true,HKG,Asia Pacific,Hong Kong,48,0.01
34.80.141.47,443,443,true,TPE,Asia Pacific,Taipei,48,0.01
34.87.17.86,80,0,false,SIN,Asia Pacific,Singapore,2,0.01
34.87.17.86,80,0,false,SIN,Asia Pacific,Singapore,2,0.01
34.96.225.108,8080,0,false,HKG,Asia Pacific,Hong Kong,37,0.00
34.96.67.175,80,0,false,SIN,Asia Pacific,Singapore,11,0.00
34.80.222.234,80,0,false,HKG,Asia Pacific,Hong Kong,52,0.00
34.80.222.234,80,0,false,HKG,Asia Pacific,Hong Kong,45,0.00
34.80.222.234,80,0,false,HKG,Asia Pacific,Hong Kong,45,0.00
34.96.225.108,8080,0,false,HKG,Asia Pacific,Hong Kong,71,0.00
34.120.124.61,80,0,false,SIN,Asia Pacific,Singapore,7,0.00
35.184.27.144,80,0,false,ORD,North America,Chicago,205,0.00
34.96.93.19,80,0,false,SIN,Asia Pacific,Singapore,17,0.00
34.96.93.19,80,0,false,SIN,Asia Pacific,Singapore,6,0.00
34.126.143.153,80,0,false,SIN,Asia Pacific,Singapore,4,0.00
34.126.143.153,80,0,false,SIN,Asia Pacific,Singapore,13,0.00
35.230.48.122,8080,0,false,SEA,North America,Seattle,172,0.00
34.89.130.143,80,0,false,TXL,Europe,Berlin,188,0.00
34.89.130.143,80,0,false,TXL,Europe,Berlin,155,0.00
34.123.217.194,80,0,false,ORD,North America,Chicago,205,0.00
34.123.217.194,80,0,false,ORD,North America,Chicago,204,0.00
34.132.254.201,80,0,false,ORD,North America,Chicago,206,0.00
34.96.67.175,80,0,false,KUL,Asia Pacific,Kuala Lumpur,19,0.00
34.120.203.240,80,0,false,SIN,Asia Pacific,Singapore,9,0.00
34.105.49.234,80,0,false,SEA,North America,Seattle,166,0.00
34.105.49.234,80,80,false,SEA,North America,Seattle,156,0.00
35.202.7.148,80,0,false,ORD,North America,Chicago,232,0.00
35.244.140.128,80,0,false,LHR,Europe,London,5,0.00
34.140.33.236,80,0,false,CDG,Europe,Paris,228,0.00
34.120.35.204,80,0,false,IAD,North America,Ashburn,79,0.00
34.107.201.158,80,0,false,IAD,North America,Ashburn,2,0.00
34.100.190.34,80,0,false,BOM,Asia Pacific,Mumbai,92,0.00
34.107.201.158,80,0,false,IAD,North America,Ashburn,18,0.00
34.77.233.91,80,0,false,CDG,Europe,Paris,167,0.00
34.77.233.91,80,0,false,CDG,Europe,Paris,165,0.00
34.77.233.91,80,0,false,CDG,Europe,Paris,166,0.00
34.77.233.91,80,0,false,CDG,Europe,Paris,168,0.00
34.100.190.34,80,0,false,BOM,Asia Pacific,Mumbai,93,0.00
34.126.112.176,8080,0,false,SIN,Asia Pacific,Singapore,15,0.00
34.126.112.176,8080,0,false,SIN,Asia Pacific,Singapore,1,0.00
34.105.123.165,80,0,false,SEA,North America,Seattle,156,0.00
34.105.123.165,80,0,false,SEA,North America,Seattle,173,0.00
34.102.244.136,80,0,false,SIN,Asia Pacific,Singapore,58,0.00
34.102.244.136,80,0,false,SIN,Asia Pacific,Singapore,17,0.00
35.220.132.211,8080,0,false,HKG,Asia Pacific,Hong Kong,37,0.00
34.36.205.106,80,0,false,HKG,Asia Pacific,Hong Kong,1,0.00
34.142.184.16,80,0,false,SIN,Asia Pacific,Singapore,2,0.00
34.149.211.118,80,0,false,SIN,Asia Pacific,Singapore,7,0.00
34.111.204.123,80,0,false,SIN,Asia Pacific,Singapore,156,0.00
34.111.204.123,80,0,false,SIN,Asia Pacific,Singapore,23,0.00
34.110.205.106,80,0,false,SIN,Asia Pacific,Singapore,1,0.00
35.241.9.203,80,0,false,ORD,North America,Chicago,1,0.00
35.227.211.1,80,0,false,HKG,Asia Pacific,Hong Kong,1,0.00
34.36.101.99,80,0,false,SIN,Asia Pacific,Singapore,1,0.00
130.211.8.184,80,0,false,SIN,Asia Pacific,Singapore,1,0.00
34.87.17.86,80,0,false,SIN,Asia Pacific,Singapore,2,0.00
35.230.236.158,80,0,false,SIN,Asia Pacific,Singapore,2,0.00
34.126.143.153,80,0,false,SIN,Asia Pacific,Singapore,2,0.00
35.186.153.145,80,0,false,SIN,Asia Pacific,Singapore,3,0.00
34.142.170.31,80,0,false,HKG,Asia Pacific,Hong Kong,3,0.00
34.143.203.62,80,0,false,SIN,Asia Pacific,Singapore,5,0.00
35.244.184.119,80,0,false,SIN,Asia Pacific,Singapore,9,0.00
34.107.191.120,80,0,false,SIN,Asia Pacific,Singapore,10,0.00
34.107.191.120,80,0,false,SIN,Asia Pacific,Singapore,14,0.00
34.128.84.187,80,0,false,SIN,Asia Pacific,Singapore,14,0.00
34.101.44.165,80,0,false,SIN,Asia Pacific,Singapore,16,0.00
34.101.196.118,80,0,false,SIN,Asia Pacific,Singapore,19,0.00
34.120.222.161,80,0,false,SIN,Asia Pacific,Singapore,19,0.00
34.120.222.161,80,0,false,HKG,Asia Pacific,Hong Kong,20,0.00
34.111.151.28,80,0,false,SIN,Asia Pacific,Singapore,21,0.00
34.149.110.146,80,0,false,SIN,Asia Pacific,Singapore,25,0.00
34.110.205.106,80,0,false,HKG,Asia Pacific,Hong Kong,33,0.00
34.128.84.187,80,0,false,SIN,Asia Pacific,Singapore,35,0.00
35.229.172.56,80,0,false,TPE,Asia Pacific,Taipei,41,0.00
34.80.141.47,443,0,true,TPE,Asia Pacific,Taipei,44,0.00
34.96.225.108,8080,0,false,HKG,Asia Pacific,Hong Kong,49,0.00
34.101.99.100,80,0,false,SIN,Asia Pacific,Singapore,62,0.00
34.84.154.47,80,0,false,NRT,Asia Pacific,Tokyo,73,0.00
34.84.154.47,80,0,false,NRT,Asia Pacific,Tokyo,73,0.00
34.84.154.47,80,0,false,NRT,Asia Pacific,Tokyo,73,0.00
34.84.154.47,80,0,false,NRT,Asia Pacific,Tokyo,76,0.00
34.105.3.218,443,0,true,SEA,North America,Seattle,155,0.00
34.83.36.143,80,80,false,SEA,North America,Seattle,155,0.00
34.82.56.108,443,80,false,SEA,North America,Seattle,155,0.00
35.233.172.5,80,0,false,SEA,North America,Seattle,155,0.00
35.233.250.18,80,0,false,SEA,North America,Seattle,155,0.00
34.82.188.91,443,443,true,SEA,North America,Seattle,156,0.00
34.82.188.91,443,443,true,SEA,North America,Seattle,156,0.00
34.168.218.118,443,443,true,SEA,North America,Seattle,156,0.00
34.105.123.165,80,0,false,SEA,North America,Seattle,156,0.00
34.82.56.108,80,80,false,SEA,North America,Seattle,156,0.00
34.82.56.108,443,80,false,SEA,North America,Seattle,156,0.00
34.82.56.108,443,80,false,SEA,North America,Seattle,156,0.00
34.83.75.32,443,443,true,SEA,North America,Seattle,156,0.00
34.82.56.108,80,80,false,SEA,North America,Seattle,156,0.00
35.230.28.130,80,80,false,SEA,North America,Seattle,157,0.00
34.141.84.126,80,0,false,FRA,Europe,Frankfurt,157,0.00
34.82.56.108,80,80,false,SEA,North America,Seattle,159,0.00
35.246.207.157,443,443,true,FRA,Europe,Frankfurt,164,0.00
34.90.30.195,8080,80,false,AMS,Europe,Amsterdam,165,0.00
35.246.229.133,443,443,true,FRA,Europe,Frankfurt,166,0.00
34.90.30.195,8080,80,false,AMS,Europe,Amsterdam,169,0.00
34.107.24.94,443,443,true,FRA,Europe,Frankfurt,172,0.00
35.236.55.171,443,0,true,LAX,North America,Los Angeles,172,0.00
34.159.126.157,443,0,true,FRA,Europe,Frankfurt,172,0.00
34.116.147.141,443,443,true,FRA,Europe,Frankfurt,173,0.00
34.65.249.244,443,443,true,FRA,Europe,Frankfurt,188,0.00
34.88.63.160,443,443,true,FRA,Europe,Frankfurt,189,0.00
34.118.17.47,443,443,true,FRA,Europe,Frankfurt,190,0.00
34.116.233.114,443,443,true,FRA,Europe,Frankfurt,191,0.00
34.118.36.2,443,443,true,FRA,Europe,Frankfurt,195,0.00
34.32.252.77,443,0,true,FRA,Europe,Frankfurt,197,0.00
34.154.111.205,443,443,true,CDG,Europe,Paris,198,0.00
34.32.252.77,443,0,true,FRA,Europe,Frankfurt,200,0.00
35.239.72.131,80,0,false,ORD,North America,Chicago,205,0.00
35.202.7.148,80,0,false,ORD,North America,Chicago,205,0.00
34.135.13.56,80,0,false,ORD,North America,Chicago,205,0.00
34.121.17.180,80,0,false,ORD,North America,Chicago,205,0.00
35.192.66.130,80,0,false,ORD,North America,Chicago,205,0.00
34.67.161.168,80,0,false,ORD,North America,Chicago,206,0.00
34.123.217.194,80,0,false,ORD,North America,Chicago,207,0.00
35.200.238.235,443,0,true,BOM,Asia Pacific,Mumbai,211,0.00
34.73.111.106,80,0,false,ATL,North America,Atlanta,217,0.00
35.231.5.47,80,0,false,ATL,North America,Atlanta,217,0.00
35.237.127.69,80,0,false,ATL,North America,Atlanta,218,0.00
34.73.111.106,80,0,false,ATL,North America,Atlanta,218,0.00
34.73.111.106,80,0,false,ATL,North America,Atlanta,219,0.00
34.65.89.138,443,443,true,AMS,Europe,Amsterdam,221,0.00
34.147.62.213,443,443,true,FRA,Europe,Frankfurt,222,0.00
34.116.145.53,443,443,true,FRA,Europe,Frankfurt,242,0.00
34.116.212.119,443,0,true,FRA,Europe,Frankfurt,253,0.00
34.34.64.190,443,443,true,FRA,Europe,Frankfurt,267,0.00
34.118.77.33,443,443,true,FRA,Europe,Frankfurt,274,0.00
34.95.223.251,80,0,false,GRU,South America,São Paulo,313,0.00
